1,4.307587
2,1.924635
3,0.769122
4,1.003192
5,1.774819
6,1.147755
7,0.468143
8,4.000815
9,2.853576
10,0.790973
11,1.007639
12,4.254858
13,0.956444
14,0.766252
15,4.052364
16,0.98336
17,0.516939
18,1.423839
19,1.743062
20,2.45733
21,1.971348
22,1.430752
23,1.869618
24,3.447547
25,2.290961
26,2.822993
27,0.69991
28,1.100386
29,3.358214
30,2.456544
31,3.127264
32,3.43622
33,2.209454
34,0.815904
35,3.793418
36,1.555873
37,1.645869
38,0.436454
39,2.101051
40,2.033771
41,1.400935
42,1.238382
43,1.641184
44,2.453297
45,1.71711
46,0.86818
47,1.474822
48,1.356281
49,2.110244
50,2.381625
51,1.627194
52,1.276302
53,1.325632
54,1.547936
55,2.202495
56,0.687893
57,1.078998
58,0.822001
59,1.720278
60,1.035348
61,0.832136
62,0.590555
63,1.490752
64,0.753897
65,1.263877
66,0.434448
67,1.25393
68,0.955123
69,1.212184
70,1.390278
71,0.844502
72,1.187152
73,0.505452
74,0.623204
75,0.874426
76,0.547746
77,1.460735
78,0.723918
79,0.444329
80,0.758144
81,0.720719
82,0.964001
83,0.480166
84,1.632954
85,0.96562
86,0.938734
87,1.459601
88,2.325142
89,1.781768
90,1.319477
91,3.338289
92,1.905442
93,1.23569
94,0.695792
95,3.286763
96,1.876778
97,2.958892
98,3.057047
99,1.419471
100,1.718116
101,1.240713
102,2.327739
103,1.11367
104,0.924688
105,1.750929
106,1.219195
107,0.62546
108,1.585879
109,1.187148
110,0.584164
111,0.872496
112,1.292521
113,2.379953
114,0.447551
115,0.698429
116,2.382486
117,0.921067
118,1.557451
119,2.315716
120,0.933556
121,0.581316
122,0.961228
123,3.01261
124,1.281476
125,1.297303
126,0.839185
127,3.983576
128,2.624706
129,2.153838
130,0.806356
131,0.709413
132,4.122289
133,2.635521
134,1.816737
135,2.090944
136,1.923185
137,1.625339
138,1.87046
139,1.864696
140,1.833873
141,0.534411
142,0.516481
143,0.598335
144,0.533564
145,0.491221
146,0.96512
147,0.471421
148,2.2364
149,1.955342
150,1.818557
151,1.263519
152,0.692455
153,2.218817
154,1.721812
155,2.545662
156,0.971623
157,0.269808
158,2.057949
159,1.960304
160,0.932826
161,0.765387
162,0.738436
163,0.745975
164,0.552169
165,0.490895
166,0.581435
167,2.482574
168,0.437264
169,1.304457
170,1.588547
171,2.779445
172,0.823816
173,1.16183
174,2.754002
175,1.139957
176,0.918487
177,3.126515
178,1.430764
179,1.120588
180,0.95646
181,4.11945
182,2.688779
183,2.34458
184,0.658708
185,0.812286
186,2.811156
187,1.272984
188,2.247666
189,2.379709
190,1.000691
191,0.352211
192,0.945489
193,0.780315
